SymbolID;Recommendations;Decision
S167247;{3992,Sell,NA,0}{1700,Buy,0.1968523,5}{1700,Buy,0.2873326,8}{1700,Buy,0.2413558,20}{3221,Buy,0.5198677,48}{1700,Buy,0.4978281,51};Sell
S40770141;{4365,Buy,0.411161,0}{662,Hold,NA,35};Buy
S41702130;{3833,Hold,0.04293412,0}{301,Buy,0.1993742,0}{839,Buy,0.07773852,13}{2155,Buy,0.2413793,30}{839,Buy,0.17624,32}{1230,Buy,0.235052,32}{3853,Buy,0.2639867,48}{1230,Buy,0.1970173,54};Buy
S150960;{286,Buy,0.203172,0};Buy
S3769257;{307,Hold,0.6309396,0}{1219,Hold,0.7340563,22}{15096,Buy,0.8762163,34}{307,Hold,0.5800591,46}{3691,Buy,0.9069679,46}{832,Buy,0.8063044,51};Buy
S536481;{21976,Buy,0.1790841,0}{21976,Buy,0.2083358,45}{1202,Buy,0.2454382,46};Buy
S37982105;{2309,Buy,4.792164,0}{791,Hold,NA,32}{1946,Hold,1.539332,34};Buy
S7291152;{4640,Buy,0.2158055,0};Buy
S15635118;{4365,Buy,0.118747,0}{4365,Buy,0.1501807,12}{3292,Buy,NA,33};Hold
S30199191;{1666,Hold,-0.0293809,0};Buy
S5131181;{1051,Hold,NA,0}{4160,Buy,1.455662,33};Sell
S4663565;{4296,Buy,0.06546855,0}{3511,Hold,0.02695764,0}{946,Buy,0.1511376,33}{1162,Hold,NA,50};Buy
S23454119;{4458,Hold,0.02941176,0}{4349,Buy,NA,36};Sell
S18299154;{4862,Buy,NA,0}{851,Buy,0.3684996,6}{3839,Buy,0.3620604,10}{4245,Buy,NA,13}{13666,Buy,0.2787724,15}{4516,Buy,0.3831259,30}{851,Buy,0.3617021,53}{14928,Hold,0.1070111,54};Sell
S35777158;{3502,Hold,-0.00464499,0}{4545,Sell,-0.06858594,40}{1786,Hold,NA,42};Hold
S34745119;{3869,Hold,-0.6136074,0}{13455,Buy,-0.5215135,27}{762,Buy,-0.5451867,34}{3705,Buy,-0.6832009,42};Buy
S591675;{1652,Buy,0.4366565,0}{4176,Hold,0.1135857,1}{1652,Buy,0.5595463,27};Buy
S21840103;{3955,Buy,0.005586592,0}{1718,Buy,0.08007449,0}{4601,Hold,0.06550908,1}{1518,Hold,-0.09733124,3}{1718,Buy,0.09002826,15}{1718,Buy,0.25,43}{1518,Sell,NA,55};Buy
S1879493;{1866,Buy,0.2983229,0}{3539,Hold,0.2295311,11}{740,Buy,NA,12}{309,Buy,0.4402505,13}{2152,Buy,0.2320693,17}{740,Buy,0.3584481,31}{2152,Buy,0.366478,34}{2065,Buy,0.3014076,34};Buy
S2645309;{3145,Buy,0.2508229,0}{270,Hold,NA,28}{3054,Hold,0.06007067,30}{3057,Buy,0.4728682,35}{3149,Hold,NA,38};Sell
S47341190;{3104,Hold,0.2131716,0}{458,Buy,NA,33}{3165,Hold,0.0326087,45}{1864,Buy,NA,46}{1784,Buy,0.1859838,53};Hold
S29991154;{2073,Buy,0.2146978,0}{4989,Hold,-0.127095,34}{869,Hold,-0.05726257,34}{1497,Sell,NA,35}{1737,Hold,NA,38}{932,Buy,0.1821975,39}{869,Hold,NA,43}{2073,Hold,NA,47};Buy
S31320103;{27732,Buy,0.1889597,0}{27732,Buy,0.2618297,39};Buy
S379380;{7252,Buy,NA,0};Buy
S29656286;{1074,Sell,-0.1237678,0}{3108,Buy,NA,30};Sell
S531655;{793,Buy,NA,0};Sell
S4789820;{458,Buy,0.2615643,0};Sell
S939479;{21847,Hold,NA,0}{4011,Hold,NA,3}{21847,Hold,NA,58};Buy
S3754891;{1320,Hold,0.1320755,0};Sell
S39220131;{29084,Buy,0.2678937,0};Buy
S1444636;{3602,Buy,0.1448197,0}{4408,Buy,NA,48};Buy
S860674;{1071,Hold,NA,0}{4413,Buy,0.305483,44};Buy
S16542124;{3610,Buy,0.8752021,0};Hold
S29656286;{3142,Buy,NA,0}{1249,Hold,NA,2};Buy
S2262101;{354,Sell,-0.05539954,0}{8593,Buy,NA,33}{1068,Buy,NA,46}{299,Buy,NA,52}{8593,Hold,NA,57};Buy
S3511390;{3703,Buy,1.730119,0}{3703,Buy,1.857533,47};Sell
S46781105;{1041,Hold,0.08412836,0}{22528,Hold,0.04023831,47};Buy
S2620997;{1575,Buy,NA,0}{1344,Buy,0.3172967,0}{4644,Hold,NA,49};Hold
S25564115;{4111,Buy,1.92061,0}{3435,Sell,NA,27};Buy
S1549651;{1923,Buy,0.1415313,0}{4245,Buy,0.1657688,1}{4245,Buy,0.1540296,11}{1573,Buy,0.1648495,26}{3996,Hold,-0.0990991,37}{1573,Buy,0.1985809,55};Hold
S26555187;{3558,Hold,NA,0};Buy
S45122272;{1700,Buy,0.2902116,0}{864,Hold,0.2349856,2}{1700,Buy,0.3043478,8}{1700,Buy,0.3029882,14}{1700,Buy,0.3297872,18}{1700,Buy,0.3002774,23}{21727,Buy,0.3043478,28}{1933,Buy,0.1948052,40}{1700,Buy,0.1601732,40}{1700,Buy,0.202225,48};Hold
S25564115;{22322,Hold,NA,0}{483,Hold,0.281296,8}{1072,Sell,0.155961,17}{352,Hold,NA,23}{483,Hold,0.2980455,23}{3667,Hold,NA,30};Buy
S47356301;{1700,Hold,NA,0}{1700,Hold,NA,23}{1700,Hold,NA,31}{1700,Hold,NA,36}{1700,Hold,NA,51};Sell
S110280;{3620,Hold,-0.09825286,0}{3505,Buy,0.3133966,45}{4636,Buy,0.1315417,45}{26616,Buy,0.167002,46}{3552,Buy,0.2099214,48};Buy
S47757139;{5160,Buy,NA,0}{530,Buy,0.1089367,57};Buy
S2519588;{4232,Buy,0.005578983,0};Sell
S17332105;{1670,Buy,0.1159016,0}{3803,Hold,NA,28};Hold
S2267887;{307,Buy,0.04716894,0}{4294,Buy,0.128779,44};Hold
S30231105;{243,Buy,0.3911431,0}{4337,Hold,-0.08925319,1}{243,Buy,0.1705033,14}{1301,Buy,0.05748894,15}{1301,Buy,0.09868158,25};Sell
S2546178;{6233,Buy,0.06540397,0};Hold
S26301203;{1498,Buy,0.2621359,0}{3560,Hold,NA,22}{2208,Buy,0.242236,27}{736,Hold,-0.031477,28}{1498,Hold,0.2042148,38}{3106,Hold,0.2042148,38};Buy
S1142458;{3253,Buy,0.07361963,0}{4128,Buy,0.2392929,27};Hold
S5872139;{3737,Sell,NA,0}{3737,Sell,0.2695421,11}{6199,Hold,NA,11}{4393,Hold,0.6150733,14}{221,Buy,0.7393097,14}{6196,Hold,0.5469838,18}{1408,Buy,0.9109126,21}{3199,Hold,0.5725655,25}{3692,Hold,0.7402283,27}{4557,Buy,0.9418838,30};Buy
S3900156;{14866,Hold,2.07337,0}{360,Sell,1.988131,11}{3703,Sell,1.696324,29};Sell
S29800192;{1181,Hold,-0.05363099,0}{281,Buy,0.2418994,28}{15087,Buy,0.3547994,28}{1793,Buy,0.2294349,30}{1831,Buy,0.2420116,32}{3636,Buy,0.3549218,32}{4447,Buy,0.251814,33}{603,Buy,0.229658,33}{3461,Buy,0.21858,33}{1892,Buy,0.242553,34}{1209,Buy,0.1648934,34}{3054,Buy,0.2511072,35}{3854,Buy,0.17634,36}{930,Buy,0.2207302,36}{1527,Buy,0.2770399,37}{3854,Buy,0.04384134,37}{1831,Buy,0.1382114,41}{1793,Buy,0.1378768,42}{1892,Buy,0.1623632,49}{15087,Buy,0.2416717,52}{930,Buy,0.1811024,52};Buy
S21840103;{1718,Hold,NA,0};Hold
S18299154;{608,Buy,0.2639942,0}{8593,Hold,NA,41}{13666,Buy,0.3770757,55};Buy
S15837194;{929,Hold,0.08774474,0};Sell
S8101122;{22616,Hold,NA,0}{22616,Hold,NA,24};Buy
S41702130;{10988,Sell,NA,0}{1721,Buy,0.2081464,57};Buy
S42169153;{629,Buy,NA,0}{2111,Hold,NA,41};Hold
S3200499;{3426,Buy,0.2237762,0}{304,Hold,NA,16}{3452,Hold,-0.09638554,21}{3272,Hold,-0.05437352,27}{4770,Hold,-0.06103286,29}{1041,Sell,-0.1338583,30}{4770,Hold,0.03174603,52};Hold
S2890954;{3691,Hold,-0.05706389,0}{4188,Hold,NA,31}{301,Buy,0.1439902,33}{1572,Buy,0.05029586,35};Sell
S8402267;{4376,Buy,0.02425876,0}{2191,Hold,NA,34}{1248,Buy,0.1631924,38}{354,Buy,0.1280316,41}{2328,Buy,0.2203877,45};Buy
S4364360;{4218,Hold,0.05722071,0}{21979,Buy,0.09237459,10}{1824,Buy,0.1056123,28};Buy
S132090;{3160,Sell,NA,0};Buy
S2546178;{6233,Hold,0.03660512,0}{3479,Buy,NA,39}{4348,Buy,0.2720848,40}{3703,Hold,0.09540636,40};Hold
S1956391;{291,Buy,NA,0}{598,Hold,NA,25};Buy
S2282788;{1718,Buy,0.1478831,0}{4343,Buy,NA,33};Buy
S2910271;{3125,Sell,-0.1550996,0}{1661,Hold,0.01474552,18}{1498,Hold,0.03904282,25}{1661,Hold,-0.04365263,34}{1498,Hold,0.0082769,40}{3125,Hold,-0.05688623,42};Sell
S45111148;{3931,Buy,NA,0};Sell
S41702130;{1721,Buy,0.8083878,0};Hold
S1564262;{1741,Hold,NA,0}{3007,Sell,0.7355687,0};Buy
S821292;{871,Buy,0.2311611,0}{871,Buy,0.1325253,29}{871,Buy,0.1480363,44}{1062,Buy,NA,52};Buy
S10151185;{1700,Hold,NA,0}{1700,Buy,0.2928805,6}{1700,Buy,0.3102725,8}{1700,Buy,0.2855674,11}{1700,Buy,0.3057103,18}{769,Buy,0.1577674,25}{1700,Buy,0.2996015,27}{22747,Hold,-0.8811659,30}{1700,Buy,0.2935495,30}{1700,Buy,0.3183336,34}{1700,Buy,0.2781186,50};Buy
S94311056;{3162,Buy,NA,0}{3133,Buy,NA,12}{3048,Buy,0.6473853,21}{4459,Buy,0.2747839,22}{1158,Buy,NA,23}{4527,Buy,NA,25}{303,Buy,0.3180926,26}{4515,Hold,NA,28}{1855,Buy,0.2158129,30}{881,Buy,0.3026567,30}{3077,Buy,0.2863534,31}{510,Buy,0.2468871,33}{3104,Buy,0.3627181,33}{3138,Buy,0.3524969,34}{4527,Buy,0.2341534,34}{1736,Buy,0.1229708,35}{1239,Buy,0.1730791,38}{342,Buy,0.1809331,39}{2208,Buy,0.5391984,40}{1573,Buy,0.2873747,41}{2296,Buy,NA,42}{2146,Buy,0.3966059,47}{510,Buy,0.4478501,50}{922,Buy,0.4835101,50}{3084,Buy,0.6035581,54}{3077,Buy,0.5319424,57};Buy
S2267887;{1298,Hold,0.07218782,0}{1298,Buy,0.1381476,32};Hold
S35262136;{1230,Buy,0.1352886,0}{1230,Buy,NA,40}{1721,Hold,0.07287449,45};Sell
S1627863;{3497,Hold,0.002785515,0}{3526,Buy,0.2762872,4}{3014,Hold,0.008120975,30}{370,Buy,0.1664899,42}{4419,Buy,0.2707093,49};Hold
S39831415;{1209,Buy,1.114458,0}{3057,Buy,1.114458,0}{1742,Buy,1.504383,6}{4309,Buy,1.52127,7}{3134,Buy,0.9470542,11}{3084,Buy,1.215432,11}{3084,Buy,1.206985,12}{281,Buy,1.308874,14}{4153,Buy,NA,14}{4153,Buy,1.308874,14}{941,Buy,1.308874,14}{3012,Buy,1.331963,14}{1527,Buy,1.103963,15}{1704,Hold,1.190132,15}{1831,Buy,NA,17}{15211,Buy,1.015154,17}{24667,Buy,1.363063,19}{1892,Buy,1.175801,19}{3054,Buy,1.3281,20}{3348,Buy,1.37649,21}{14907,Buy,1.33165,21}{1527,Buy,1.100264,22}{1936,Buy,1.11919,23}{24125,Buy,1.157242,24}{1936,Buy,1.157242,24}{930,Buy,1.381823,41}{3084,Buy,1.436451,47}{3012,Buy,NA,48}{14907,Buy,NA,53}{1936,Buy,1.289123,55}{24125,Buy,-0.9980418,56}{22618,Buy,NA,56}{22617,Buy,NA,56};Sell
S1564262;{930,Hold,1.686827,0}{3012,Buy,1.912533,2}{3052,Buy,2.007576,3}{15211,Buy,1.912098,3}{1527,Sell,NA,4}{3523,Buy,1.835874,7}{2272,Buy,NA,33}{3053,Buy,1.565396,44}{296,Buy,1.68979,45}{603,Buy,1.536336,46}{3134,Hold,NA,47}{223,Buy,1.234632,48}{1831,Buy,1.783504,48}{3461,Buy,1.720595,49}{3154,Buy,1.850147,49}{1892,Hold,1.419184,50}{3461,Buy,1.721088,51}{3052,Buy,1.741526,52}{3523,Buy,1.835827,58};Buy
S30943157;{3996,Hold,-0.1116047,0}{3180,Buy,0.1660189,0}{3180,Buy,0.261034,40}{851,Hold,0.1557178,42}{3996,Buy,NA,47}{14928,Buy,0.2158055,48};Sell
S11796143;{3608,Buy,-0.226285,0}{3480,Buy,-0.2944971,39}{1262,Sell,-0.4683737,43}{259,Buy,-0.2825045,44}{791,Buy,-0.2790578,47}{2309,Hold,NA,47}{855,Buy,-0.3095503,48};Buy
S94311056;{4527,Buy,0.2273276,0}{3110,Buy,0.9472995,9}{3104,Buy,-0.005107582,11}{3077,Buy,0.3226836,21}{342,Buy,0.1736184,22}{3084,Buy,1.030408,23}{941,Sell,0.01740252,24}{3104,Buy,NA,26}{3084,Buy,1.046028,27}{3077,Buy,0.3014687,28}{3105,Hold,0.1387851,28}{922,Buy,0.2549158,31}{941,Sell,-0.05881313,31}{4527,Buy,0.17861,39}{303,Buy,NA,39}{3077,Buy,NA,41}{1855,Sell,-0.2430358,41}{1736,Buy,0.3387175,42}{22608,Sell,-0.07684865,43}{922,Buy,0.3423347,47}{4459,Buy,0.5383544,56};Buy
S30592235;{1700,Buy,0.3426497,0}{4768,Buy,NA,6}{1700,Buy,0.2277625,22}{1700,Buy,0.1797279,33}{1700,Buy,0.4518519,54};Buy
S1038485;{1670,Buy,0.6084292,0};Sell
S860674;{2305,Buy,0.1821122,0};Buy
S12434156;{1332,Hold,0.07609531,0}{949,Sell,-0.1929285,0}{8550,Sell,NA,1}{860,Buy,0.3750955,3}{3139,Sell,-0.7880608,55};Buy
S19655115;{346,Buy,0.1261838,0}{3302,Hold,0.02774923,51};Hold
S31598173;{4531,Buy,0.3547536,0};Buy
S3350188;{430,Buy,0.1092231,0}{1078,Buy,0.1649418,39};Sell
S210353;{4178,Buy,NA,0};Buy
S11746101;{3302,Buy,0.08043217,0}{3869,Buy,0.2048193,38}{3705,Sell,0.09589041,49}{13455,Hold,0.08225108,52}{3878,Hold,0.1544012,52};Buy
S37310117;{1552,Hold,NA,0}{221,Buy,0.704548,6}{4393,Buy,0.471376,7}{1500,Buy,0.7738019,19}{3737,Hold,0.6016758,27}{1500,Buy,0.8379887,27};Sell
S6362142;{3143,Buy,NA,0}{3116,Hold,0.1773363,41};Hold
S2109893;{1712,Hold,0.129178,0};Sell
S29981135;{713,Buy,0.2056415,0}{3658,Hold,0.05378705,21}{1271,Sell,-0.2020703,22}{1212,Buy,1.128112,23}{2191,Hold,NA,31}{3006,Hold,-0.05249195,32}{3041,Buy,0.01218369,33}{4046,Hold,NA,34}{1271,Sell,-0.2608036,34}{1393,Buy,0.2209081,35}{1715,Buy,0.1446013,35}{713,Buy,0.163678,35}{3658,Hold,-0.05826957,37}{3178,Buy,0.1379243,37}{4206,Hold,-0.0211433,38}{1212,Buy,0.1780876,39}{3098,Hold,-0.02400937,41}{1212,Buy,NA,41};Buy
S24239148;{30284,Buy,NA,0};Buy
S314697;{738,Buy,0.1278195,0}{839,Buy,0.1520737,0}{1230,Hold,0.1869815,2}{1721,Buy,0.2412028,3}{301,Hold,0.1260397,3}{839,Buy,0.1565726,26}{3853,Buy,0.2055758,35}{839,Buy,NA,41};Buy
S2092136;{3456,Buy,0.1638521,0}{3248,Sell,0.0230179,29};Sell
S2262101;{1068,Buy,0.08512177,0}{3832,Buy,NA,43}{430,Buy,0.1466343,55};Sell
S2026475;{24664,Sell,-0.8990842,0}{3199,Buy,-0.08788649,9}{3737,Buy,-0.1249537,23};Sell
S97348;{3633,Hold,0.06057516,0};Hold
S31817100;{3878,Hold,0.03510351,0}{3972,Buy,NA,35};Sell
S21249258;{1901,Buy,0.2071651,0}{1699,Buy,0.1487539,0}{3709,Buy,0.8696993,7}{3966,Buy,0.2440191,10}{1412,Buy,0.3550136,11}{1699,Buy,0.2268663,14}{846,Buy,0.4603175,15}{3369,Buy,0.3756614,15}{1699,Buy,0.04471375,21}{2259,Buy,NA,22}{1901,Buy,0.1904762,22}{1165,Buy,NA,27}{1699,Buy,0.1175682,29}{1699,Buy,0.08342362,32}{3709,Buy,0.055061,34}{630,Buy,0.4028525,44}{1699,Buy,0.1690437,44};Buy
S5131181;{1735,Buy,NA,0}{1795,Buy,1.222222,21}{22328,Buy,1.210376,22}{1735,Buy,1.331126,33}{4160,Buy,1.371652,36}{1051,Buy,1.3536,41}{3339,Buy,1.282779,43}{2265,Hold,1.011901,50}{2253,Buy,1.20416,56};Sell
S39189147;{8593,Buy,NA,0};Buy
S36334265;{1700,Buy,0.2215978,0}{1519,Buy,NA,0}{1700,Buy,0.265983,5}{1700,Buy,0.2759985,9}{1700,Buy,0.1277772,28}{4458,Buy,0.07138829,28}{1260,Sell,-0.1306311,31}{1195,Buy,0.253246,31}{1868,Buy,NA,32}{21727,Buy,0.2199254,33}{3444,Hold,0.1973342,33}{1700,Buy,0.1295606,33}{420,Buy,0.1860386,33}{1519,Buy,0.2192419,34}{3278,Buy,0.1956161,35}{4221,Hold,-0.04793535,35}{4221,Hold,-0.06481079,36}{864,Buy,0.2035011,38}{1700,Buy,0.2057437,41}{1700,Buy,0.1886752,48}{1700,Buy,0.1328527,55};Buy
S45359401;{2326,Buy,NA,0}{3118,Hold,NA,0}{1527,Hold,NA,0}{1187,Sell,NA,2}{3057,Hold,NA,3}{3593,Hold,NA,4}{2149,Hold,5.099681,6}{3048,Sell,NA,9}{3057,Hold,5.249105,9}{1793,Buy,8.84957,9}{3134,Buy,8.08212,10}{2252,Sell,NA,10}{3118,Hold,NA,13}{3122,Buy,NA,14}{3134,Buy,9.217871,17}{530,Buy,7.611698,31}{1793,Buy,NA,33}{1187,Sell,NA,46}{3122,Buy,6.872325,49}{3054,Buy,NA,49}{2252,Sell,NA,50}{1527,Hold,NA,51}{3636,Buy,6.93357,53}{281,Buy,6.616859,55}{3118,Hold,NA,55}{603,Buy,7.23859,56};Sell
S9611200;{1185,Buy,NA,0}{1662,Hold,-0.1593428,21}{528,Buy,NA,32}{1185,Buy,NA,35};Hold
S516354;{1858,Buy,0.3710368,0}{3761,Buy,NA,40};Buy
S37942103;{1662,Hold,0.07108082,0}{3151,Buy,0.285297,0}{3544,Buy,NA,1}{1076,Buy,0.2213454,2}{4555,Buy,NA,30};Buy
S27414253;{3117,Buy,NA,0}{1864,Hold,1.066244,20}{3119,Sell,NA,24}{342,Hold,NA,25}{3077,Hold,NA,26}{3105,Hold,NA,26}{3117,Buy,1.772821,26}{3170,Hold,2.057213,26}{736,Hold,1.346233,26}{4527,Buy,1.843919,26}{719,Sell,1.051906,27}{922,Sell,1.122662,27}{4277,Hold,NA,27}{3170,Buy,1.146931,28}{3178,Hold,1.220249,29}{881,Sell,0.3060286,29}{3124,Hold,NA,30}{3115,Sell,NA,31}{1158,Buy,1.465608,31}{4527,Buy,1.528829,31}{2146,Hold,NA,32}{342,Hold,NA,33};Buy
S1448130;{860,Buy,0.1186697,0}{3869,Buy,0.1900826,55};Buy
S2890954;{1219,Hold,0.008989176,0};Hold
S1045499;{1715,Buy,0.1301192,0}{749,Buy,0.15785,8}{791,Hold,0.03871577,13}{1715,Buy,0.1078362,16}{1715,Buy,0.07241244,23}{1715,Buy,0.02669405,25}{2262,Hold,-0.0697219,26}{883,Buy,0.1755711,30};Hold
S29991154;{2073,Sell,-0.1141732,0}{1211,Buy,0.2110727,32}{3677,Hold,-0.03348291,58}{4989,Hold,-0.1370383,58};Buy
S6959118;{3429,Hold,NA,0};Hold
S1139883;{4365,Buy,0.181386,0}{4365,Buy,0.1598303,52};Hold
S23548466;{3128,Buy,0.1938202,0}{3162,Buy,NA,7}{1270,Hold,NA,8}{635,Buy,NA,11}{1249,Hold,0.179941,17}{1717,Hold,NA,20}{4626,Buy,0.1615989,22}{4336,Hold,NA,26}{3139,Sell,NA,36}{1717,Hold,NA,57};Buy
S210353;{280,Buy,0.7533844,0}{1858,Sell,-0.07434136,0}{4178,Buy,-0.005620406,10}{3950,Hold,0.06745658,13}{280,Buy,0.722028,25}{1858,Sell,0.3837638,32}{1176,Hold,NA,49};Hold
S909936;{3980,Hold,NA,0};Hold
S8402267;{3099,Sell,-0.3168433,0}{2191,Buy,0.1512753,6}{826,Buy,0.3124538,6}{3098,Buy,0.1872146,7}{1212,Buy,0.1872146,7}{4587,Buy,0.3303769,10}{1248,Buy,NA,19}{1271,Hold,-0.1675338,42}{9893,Hold,0.06780566,53};Buy
S45122272;{1700,Buy,0.312336,0}{1700,Buy,0.3460158,5}{1700,Buy,0.3611615,6}{1700,Buy,0.2427506,26}{1700,Buy,0.2454334,28}{1700,Buy,0.1720581,38}{1700,Buy,0.1377427,43}{2277,Hold,NA,44}{1079,Buy,NA,53}{1700,Buy,0.3258692,56};Hold
S2314742;{2120,Hold,NA,0};Buy
S1995438;{3457,Buy,0.1158224,0}{1054,Hold,0.03407756,24};Hold
S40691134;{1702,Buy,0.1435331,0}{1925,Buy,0.1880076,24}{1071,Sell,0.005940251,26}{1702,Buy,0.09977625,36}{278,Buy,0.1234183,46}{1702,Buy,0.145928,47}{1578,Buy,0.2501953,49}{1702,Buy,0.212216,50};Hold
S6362142;{2208,Buy,0.2696443,0};Hold
S9774119;{3378,Buy,0.1330861,0}{4138,Buy,0.1520217,26};Buy
S8165174;{1717,Buy,0.3185002,0}{2073,Buy,0.3667426,3}{3159,Buy,0.3673655,5};Hold
S39831415;{3246,Buy,NA,0}{1704,Hold,NA,5}{15211,Buy,-0.8403036,12}{3854,Buy,0.183432,18}{1892,Buy,0.1496156,20}{3054,Buy,0.1864033,20}{1840,Hold,0.115366,21}{370,Hold,-0.02405473,21}{1892,Buy,0.1045525,23}{1649,Buy,0.1929167,23}{3084,Buy,0.1833777,24}{3012,Buy,NA,24}{281,Buy,0.2848988,25}{930,Buy,0.330788,25}{4237,Buy,0.2757209,25}{3057,Buy,0.1564089,25}{3154,Buy,0.2848988,25}{4086,Buy,0.1234984,26}{1936,Buy,0.1667099,26}{603,Buy,0.1580676,26}{15211,Buy,0.1859293,27}{1455,Buy,NA,28}{1831,Buy,0.1548496,28}{4309,Buy,0.3109129,29}{3854,Buy,NA,30}{24667,Buy,NA,30}{281,Buy,0.2499063,31}{8729,Buy,0.1661334,32}{3348,Buy,NA,32}{3082,Buy,0.1484647,32}{1704,Hold,0.1555322,32}{3012,Buy,NA,33}{1892,Buy,0.1395474,34}{1936,Buy,NA,40}{4086,Buy,0.2029902,40}{3012,Buy,0.1165145,42}{603,Buy,0.1744078,42}{8729,Buy,0.1022412,43}{3057,Buy,1.171081,43}{1840,Hold,NA,44}{1831,Buy,0.084752,45}{296,Buy,1.136633,45}{930,Buy,1.384519,49};Buy
S3398867;{4635,Buy,-0.3420251,0}{14866,Hold,-0.5218875,38};Sell
S3356845;{4218,Hold,NA,0};Buy
S23987404;{3012,Buy,0.05951307,0}{3074,Buy,0.160362,1}{15211,Buy,0.3161043,2}{3014,Buy,0.2012012,7}{21665,Buy,NA,9}{3054,Buy,0.1282051,10}{3052,Buy,0.3031014,11}{14080,Buy,NA,11}{3054,Buy,NA,12}{1187,Buy,NA,14}{930,Buy,0.1661052,20}{21666,Buy,NA,21}{3012,Buy,0.2173012,22}{15269,Buy,NA,26}{4486,Hold,0.02729674,29}{1831,Buy,0.1252591,30}{14907,Buy,0.3325437,30}{603,Buy,NA,32}{3084,Buy,0.7477204,32}{4153,Buy,NA,33}{1527,Buy,0.7064846,37}{3057,Buy,NA,39}{3012,Buy,0.540832,41}{1645,Buy,0.4464425,42}{3057,Buy,0.5637217,42}{4190,Hold,-0.1224571,43}{14907,Buy,0.4359793,43}{4237,Buy,0.5157559,43}{4309,Hold,0.4711892,44}{4190,Hold,NA,44}{1704,Buy,0.4604462,45}{2252,Buy,0.5821501,45}{930,Buy,0.3793103,45}{3082,Hold,0.5276631,46}{4153,Buy,0.4863749,46}{3074,Buy,NA,46}{603,Buy,0.6515277,46}{3830,Hold,NA,47}{281,Hold,0.4979757,47}{1831,Buy,0.5384615,47}{370,Buy,0.4818375,48}{1892,Buy,0.7221354,48}{3052,Buy,0.5397083,49}{3154,Buy,0.4991896,49}{1035,Buy,0.876785,51}{3082,Buy,NA,53}{15211,Buy,0.3361169,53}{3054,Buy,0.7893453,54};Buy
S3010571;{286,Buy,0.1521843,0};Hold
S3807540;{1864,Buy,1.045374,0}{868,Buy,1.384106,52}{3995,Hold,1.147363,56};Sell
S3077118;{3272,Buy,0.8088494,0}{1712,Buy,0.6936583,11}{2083,Buy,0.6417577,36}{1862,Hold,0.3329039,37};Hold
S2694296;{459,Buy,0.1994243,0}{14844,Hold,0.112,11}{29406,Buy,0.1084719,12}{3567,Hold,0.01805456,14}{4555,Buy,0.2665563,30}{3567,Buy,NA,36}{4213,Buy,0.1563558,39};Sell
S4800358;{4218,Hold,1.272262,0};Buy
S3002540;{3610,Hold,NA,0};Sell
S4450396;{298,Buy,0.06466877,0}{828,Buy,0.1733333,2}{1320,Hold,-0.006844719,4};Buy
S3434273;{1051,Sell,-0.08724262,0}{576,Buy,0.1501736,46};Buy
S5643224;{8928,Buy,0.3520541,0}{489,Buy,NA,2}{22513,Buy,0.3559663,31}{4251,Buy,0.1561866,35}{1446,Hold,0.1359026,35}{3221,Buy,0.1685656,55};Buy
S3007718;{4190,Hold,0.9633508,0}{24548,Buy,1.617801,11}{370,Hold,1.290576,33}{281,Buy,1.421466,39}{4441,Hold,1.159686,40}{2312,Buy,1.486911,43};Buy
S31817100;{1671,Hold,0.1782032,0};Hold
S32935187;{3982,Buy,1.315485,0}{14748,Hold,3.099379,50}{4067,Hold,3.140787,50}{3757,Buy,NA,51}{4255,Hold,3.125,53}{3558,Hold,NA,53}{3378,Hold,3.166667,53}{4555,Buy,3.81373,54}{1163,Buy,3.983389,55};Buy
S48162117;{3519,Hold,NA,0};Hold
S2201432;{4028,Hold,NA,0};Hold
S1693773;{222,Buy,0.3333333,0}{342,Buy,0.1488511,26}{458,Buy,0.1938873,47}{881,Hold,-0.1278985,50};Sell
S1300218;{4541,Buy,NA,0}{4541,Buy,NA,22};Hold
S43175124;{1712,Hold,1.189157,0}{1712,Hold,0.799775,24};Buy
S17230176;{1700,Buy,0.08858348,0}{22747,Buy,NA,12}{1700,Buy,0.07816712,18}{4458,Sell,-0.1913747,18}{1700,Buy,0.0879913,20}{769,Hold,0.165661,22}{3141,Sell,NA,25}{1700,Buy,0.151742,38}{1700,Buy,0.1402509,40}{1700,Buy,0.1495905,47}{2019,Buy,0.1676027,56}{1700,Buy,0.1823825,56};Sell
S1235493;{22025,Hold,-0.01030928,0}{618,Buy,NA,45};Hold
S1367196;{5004,Buy,NA,0};Buy
S1841583;{1702,Buy,1.541004,0};Buy
S1162632;{21847,Hold,0.03848503,0};Hold
S1139883;{929,Hold,NA,0}{3222,Hold,0.1730205,54};Sell
S18299154;{1899,Buy,NA,0}{724,Buy,0.2153759,0}{3346,Buy,0.1871114,0}{1300,Buy,NA,2}{4601,Hold,NA,34}{3894,Buy,0.2857143,39};Sell
S17646222;{1671,Buy,0.2135922,0}{715,Sell,0.02827763,56};Buy
S1296653;{731,Buy,NA,0};Buy
S39807105;{3878,Buy,0.2392323,0};Buy
S15179100;{1670,Buy,0.4978489,0}{1670,Buy,0.5038543,20}{1670,Buy,NA,33};Sell
